square_feet,bedrooms,bathrooms,year_built,house_price
3425,4,1.5,2019,590000.0
2584,4,3.5,2012,528900.0
1839,2,4.0,1983,392900.0
2403,3,4.0,1987,473300.0
1930,5,1.0,2013,447000.0
1972,2,2.0,2011,404200.0
1893,3,3.5,2009,436800.0
2573,5,3.0,1997,525300.0
3309,4,2.0,1984,550900.0
2366,2,3.5,1985,440100.0
3434,5,4.0,1995,624400.0
2718,3,1.5,2002,482300.0
1603,5,3.0,1982,413300.0
2917,2,3.0,2018,520700.0
1942,5,3.0,1988,453200.0
2935,2,3.0,1989,493500.0
3495,5,3.0,1990,610500.0
1559,2,3.0,1983,349900.0
1607,2,3.0,1993,364700.0
3083,5,3.0,2007,586300.0
2001,3,2.0,2004,420100.0
3339,5,2.0,2015,604900.0
3250,4,2.0,2009,570000.0
1916,2,4.0,1999,416600.0
2884,3,3.5,1984,510900.0
3013,3,3.5,2021,560800.0
2833,5,4.0,1989,558300.0
1888,2,3.5,2009,416300.0
3065,3,2.5,1999,529000.0
2689,4,3.5,2005,532400.0
2566,3,3.0,1999,486600.0
2750,4,3.5,2001,534500.0
2763,4,1.5,1989,493800.0
1602,2,3.0,2019,390200.0
2289,4,3.5,1985,472400.0
3186,5,1.5,1998,565100.0
2322,4,3.5,2008,498700.0
1818,3,2.5,1992,397300.0
2925,4,1.5,1993,514000.0
1870,5,3.0,1992,450000.0
2527,2,3.5,1995,466200.0
2286,4,1.5,2001,458100.0
3489,2,1.0,1981,510900.0
2565,3,2.5,1986,466000.0
3070,5,3.0,2010,588000.0
2149,2,1.5,1980,383400.0
1614,2,2.5,2014,378900.0
2895,5,4.0,1994,569500.0
3384,5,3.0,2009,618400.0
2300,4,1.5,1990,448500.0
3065,4,3.0,2013,570500.0
2748,4,1.0,2018,513800.0
1851,5,1.0,2007,433100.0
2775,4,3.5,1982,518000.0
2854,2,2.5,2003,491900.0
1637,3,3.5,2003,405200.0
1905,2,2.5,2003,397000.0
1817,5,1.5,1988,418200.0
2070,4,3.5,2001,466500.0
3219,5,3.0,1990,582900.0
1599,4,2.0,2008,403900.0
3413,4,3.5,2018,617800.0
1754,4,2.0,1986,397400.0
3384,4,4.0,2013,617400.0
2405,3,1.5,2007,456000.0
2956,5,4.0,1982,563600.0
2822,2,2.0,2011,489200.0
2872,3,4.0,2014,547200.0
3105,2,2.0,2018,524500.0
3360,3,3.0,2008,575000.0
2029,4,3.5,2013,474400.0
2060,5,1.5,1983,437500.0
2764,4,3.0,2018,545400.0
2716,2,3.0,1993,475600.0
2832,5,4.0,1999,568200.0
2389,3,3.0,1994,463900.0
2272,3,2.5,1984,434700.0
2700,5,1.5,2011,529500.0
2395,2,3.0,2009,459500.0
3428,5,2.0,2004,602800.0
1731,4,2.0,2017,426100.0
2445,4,1.0,2002,467500.0
3380,2,2.0,2008,542000.0
1528,2,2.5,1986,342300.0
2581,2,4.0,2009,493100.0
3080,3,2.5,2019,550500.0
2231,3,2.5,2003,449600.0
3399,4,1.5,1984,552400.0
3202,2,1.0,2008,509200.0
1568,3,3.0,2016,403800.0
2102,2,2.5,2021,434700.0
1652,4,4.0,2008,439200.0
1575,3,3.5,2001,397000.0
1800,2,2.5,2005,388500.0
1781,3,1.5,2019,405600.0
3474,4,1.5,2003,578900.0
1552,2,2.0,1993,344200.0
1715,3,2.5,2007,402000.0
1847,5,1.5,1992,425200.0
1804,2,2.5,2000,383900.0
2331,5,3.0,2006,510100.0
2800,5,2.5,2002,545500.0
3055,3,1.0,1982,488500.0
2328,2,2.0,1985,413800.0
2384,2,3.0,1988,437400.0
3175,2,1.5,2019,525000.0
2742,5,2.0,1996,526200.0
2821,4,3.5,1999,539600.0
2565,5,1.5,1989,494000.0
3298,3,2.5,2014,567300.0
3133,4,1.5,1990,531800.0
1641,2,3.0,2001,376100.0
2127,4,2.0,1995,443700.0
2654,2,3.0,2019,495400.0
2313,2,2.0,2002,429300.0
1956,5,1.5,1985,429100.0
3065,2,3.5,1998,523000.0
2865,2,1.5,1990,465000.0
2764,5,1.5,1994,518900.0
1979,3,3.0,1983,411900.0
2834,4,1.5,2009,520900.0
2067,4,2.5,1993,443200.0
2852,5,3.5,2019,582700.0
2958,4,2.5,2012,551300.0
2315,5,1.5,2021,501000.0
1812,4,1.5,1988,397700.0
2370,5,3.5,2001,516500.0
2391,5,2.0,1997,492100.0
3376,5,2.0,2012,605600.0
2804,5,3.5,1995,553900.0
1930,4,1.5,2011,432500.0
1739,5,2.5,2009,446400.0
3142,4,3.0,2013,578200.0
2666,4,1.5,2000,495100.0
1649,3,2.5,1994,382400.0
2357,5,3.0,1980,486700.0
2707,4,2.0,2015,521700.0
1752,3,2.0,1996,387200.0
2748,4,3.5,1992,525300.0
3120,3,1.0,2007,520000.0
1789,4,3.5,1999,436400.0
2664,4,2.0,1990,492400.0
1597,2,1.0,1994,334700.0
1827,4,2.5,2004,430200.0
3173,3,1.5,2013,538800.0
2356,5,1.5,2003,487100.0
2154,2,1.0,2013,409400.0
1587,5,3.5,2018,455200.0
1857,3,3.0,1995,411700.0
3425,3,3.0,1996,569500.0
2826,3,3.5,1986,507100.0
2757,2,1.5,1993,457200.0
2250,3,3.5,2014,477500.0
3168,3,3.0,2015,562800.0
1768,3,1.5,1994,379300.0
1844,2,1.5,2020,392900.0
2605,2,2.0,1997,453500.0
2986,3,1.0,1982,481600.0
2195,5,3.0,2014,504500.0
1578,2,3.5,2011,387300.0
2349,4,2.0,2008,478900.0
1850,3,3.0,1986,402000.0
2533,3,3.0,2021,505300.0
2177,3,4.0,2014,477700.0
2781,3,2.0,1981,475100.0
3471,2,2.5,2017,567600.0
1948,2,1.0,1980,355800.0
3275,5,1.5,2015,591000.0
2038,3,2.0,2002,421800.0
2919,3,3.0,2007,529900.0
3331,4,1.5,2001,562600.0
2693,3,2.0,1987,472300.0
1968,5,1.5,2003,448300.0
1653,4,3.0,2015,431300.0
1609,5,1.5,2021,430400.0
2301,3,2.5,2000,453600.0
3022,4,2.5,1998,543700.0
1807,4,2.0,2020,436700.0
3282,3,2.5,2016,567700.0
2644,4,1.5,2013,505900.0
2801,4,4.0,1983,529100.0
2137,3,1.5,1980,402200.0
2066,3,1.0,2004,411600.0
3115,3,2.5,2013,548000.0
1853,2,4.0,2007,418300.0
2892,5,3.0,2019,579200.0
2396,4,2.5,1990,473100.0
3303,3,1.0,2013,544300.0
1720,5,2.5,1980,415500.0
2301,4,3.0,2002,483100.0
1766,3,2.5,1995,395100.0
1897,4,3.5,1988,436200.0
2534,5,3.5,1995,526900.0
2755,2,1.0,2014,470500.0
2307,5,3.5,1996,505200.0
3324,3,3.5,2001,571900.0
2880,5,1.5,2009,545500.0
2464,2,2.5,2018,467900.0
1663,3,3.5,2012,416800.0
3236,3,2.5,1997,544100.0
1843,2,2.5,2007,394800.0
2611,4,3.0,2011,523100.0
2729,5,4.0,2004,562900.0
2112,2,1.5,2013,412700.0
2094,2,3.0,2008,428400.0
3483,5,3.0,1984,603300.0
1674,2,1.0,1998,346400.0
2238,3,1.5,1988,420300.0
1838,5,1.5,2019,451300.0
2544,3,3.5,2005,497900.0
2550,2,1.5,2011,454500.0
1912,2,1.5,2019,398700.0
3304,2,2.0,2009,535400.0
2285,5,1.5,1982,459000.0
1886,2,2.5,2017,409100.0
3328,2,2.5,2012,548300.0
2470,5,3.5,2009,534500.0
3070,3,3.5,1988,533500.0
2435,5,3.5,1981,503000.0
2534,2,2.0,2008,457400.0
2063,5,1.5,1985,439800.0
1630,2,2.5,2007,373500.0
1693,2,2.0,2009,374300.0
3443,5,2.0,2009,609300.0
1884,3,2.0,2011,415400.0
1880,2,2.0,2018,402000.0
3366,5,3.5,2005,620100.0
2007,2,1.0,1983,364700.0
2592,3,3.0,2019,509200.0
2928,5,3.5,2014,585300.0
3221,5,1.5,2009,579600.0
2785,4,2.5,1987,509000.0
3271,5,2.5,1988,578600.0
3392,3,2.5,2001,563700.0
2261,4,3.0,1991,468100.0
2250,2,1.5,1992,405500.0
3039,4,3.5,2008,570400.0
1865,5,3.0,1993,450500.0
3305,5,3.0,2012,613500.0
2106,3,2.5,1989,423100.0
2695,3,3.5,1997,505000.0
2782,5,2.5,1999,540700.0
1879,5,2.0,2016,459900.0
3453,3,1.0,1996,542300.0
2903,3,3.5,1987,515800.0
2935,5,3.5,1983,555000.0
3041,5,2.0,1982,542100.0
3087,4,2.0,1981,525700.0
2985,4,2.0,1998,532500.0
2433,3,2.0,2008,467300.0
3315,3,3.5,2012,582000.0
1643,3,1.0,2021,386300.0
3110,5,1.5,2015,574500.0
3256,4,2.5,2008,577100.0
1919,3,1.0,2002,394900.0
3444,2,3.5,1984,546900.0
2106,4,4.0,1986,462600.0
2969,4,3.0,1988,535900.0
1809,2,1.5,1984,353400.0
1755,4,4.0,2013,454500.0
3400,4,2.0,1995,571000.0
1587,5,2.5,2013,435200.0
2916,4,1.5,2017,537100.0
2425,5,2.0,2005,503500.0
2874,2,1.5,1982,457900.0
2623,4,3.5,2001,521800.0
2982,3,3.0,1987,516200.0
2378,3,2.0,2011,464800.0
2421,3,3.5,1999,479600.0
1889,5,3.0,2019,478900.0
1993,3,3.5,2018,455800.0
2145,2,1.5,1989,392000.0
2624,5,3.5,2018,558900.0
2170,4,3.0,1989,457000.0
3295,5,3.5,1998,606000.0
2900,3,3.0,1983,504000.0
1511,4,1.5,1988,367600.0
1685,3,2.5,1983,375000.0
2551,3,1.5,2006,469600.0
2500,5,3.0,2009,530000.0
3164,3,2.0,1986,518400.0
2663,2,3.0,1988,465300.0
2688,3,1.5,2007,484300.0
1566,3,1.0,2017,374600.0
2417,4,3.0,2014,506700.0
2469,2,3.0,1991,448900.0
2106,2,3.0,1991,412600.0
3350,5,2.5,1995,593500.0
1754,3,1.5,1998,381900.0
3319,4,3.0,1988,570900.0
3438,5,4.0,1986,615800.0
2641,3,3.5,2021,523600.0
2122,3,1.5,1980,400700.0
1933,2,2.0,2011,400300.0
2390,4,3.0,2016,506000.0
2325,4,3.5,2005,496000.0
2484,4,1.5,1996,472900.0
2052,3,2.0,1985,406200.0
2575,2,3.5,1989,465000.0
2930,4,2.0,1987,516000.0
2126,5,1.5,2004,465100.0
3321,3,1.5,2009,549600.0
1937,2,4.0,2001,420700.0
3204,3,3.5,1987,545900.0
3337,4,1.0,2017,571700.0
1550,3,3.5,2000,393500.0
3473,2,4.0,2021,594300.0
2092,2,1.0,2010,400200.0
1731,5,2.0,1991,420100.0
2023,2,3.5,2010,430800.0
2300,5,3.0,2015,516000.0
2116,5,2.5,1991,466100.0
2325,2,2.0,2013,441500.0
2395,4,2.5,2001,484000.0
3191,3,3.5,1994,551600.0
3432,4,1.0,2008,572200.0
2858,5,1.0,2006,532800.0
2190,4,2.0,2007,462000.0
3480,2,3.5,2019,585500.0
2345,3,2.5,1998,456000.0
2458,4,4.0,1993,504800.0
1936,5,1.0,2017,451600.0
2973,5,2.0,2011,564300.0
1688,5,3.0,2007,446800.0
2683,5,2.0,2018,542300.0
2636,3,1.5,1991,463100.0
1805,3,2.0,1986,382500.0
3237,4,2.0,2018,577700.0
2009,5,3.5,1996,475400.0
1733,5,3.5,1999,450800.0
2410,5,2.0,2011,508000.0
1707,5,2.5,2006,440200.0
2023,4,3.5,2014,474800.0
3232,3,2.5,1997,543700.0
2301,4,3.5,2017,505600.0
1684,5,3.0,2010,449400.0
2260,5,1.0,1987,454000.0
1925,3,1.5,1985,386000.0
2167,5,3.5,1999,494200.0
1934,3,3.0,2005,429400.0
2107,5,3.0,2003,484700.0
1645,4,3.0,2015,430500.0
2923,4,3.0,1983,526300.0
1922,3,3.5,2009,439700.0
3422,4,1.0,2010,573200.0
3377,2,3.0,1991,539700.0
3199,2,3.5,2014,552400.0
2029,3,3.0,2015,448900.0
2947,2,3.0,1997,502700.0
2234,2,1.5,1983,394900.0
2203,2,1.5,2015,423800.0
2005,3,2.0,2016,432500.0
1620,4,1.5,2018,408500.0
1805,2,2.5,2004,388000.0
2661,4,1.5,2018,512600.0
1525,5,4.0,1983,421500.0
3193,4,1.5,2005,552800.0
2764,4,2.5,1985,504900.0
1950,4,3.0,2003,449000.0
3148,4,3.5,1985,558300.0
3036,2,3.5,1984,506100.0
1933,3,2.5,2015,431800.0
2741,4,1.0,2003,498100.0
2763,2,3.5,1996,490800.0
3297,2,3.5,2001,549200.0
2352,3,3.0,1991,457200.0
2153,2,3.5,2005,438800.0
2305,4,3.0,2006,487500.0
1584,5,1.5,1994,400900.0
3143,5,4.0,2009,609300.0
3322,2,2.5,1992,527700.0
1944,5,3.5,1995,467900.0
1813,5,1.5,1989,418800.0
2007,4,2.0,1995,431700.0
3166,3,1.5,1983,508100.0
2945,2,2.0,1991,481500.0
1936,5,1.0,2010,444600.0
2930,2,4.0,2014,533000.0
2617,2,2.5,1985,450200.0
3376,3,2.0,2015,568600.0
1565,5,2.0,2014,426500.0
2565,3,1.5,1987,452000.0
1876,4,2.0,2010,433600.0
1586,2,2.5,1995,357100.0
2450,3,2.0,2017,478000.0
2979,5,1.5,2001,547400.0
1538,4,1.5,2000,382300.0
1900,2,3.0,1987,388000.0
3472,4,3.0,2016,614200.0
2104,3,1.0,1985,396400.0
1679,3,3.5,1994,400400.0
1737,3,3.0,1981,385700.0
1587,5,2.0,1980,394700.0
2040,2,2.5,1993,400500.0
2698,3,4.0,2006,521800.0
1637,2,3.5,1995,377200.0
2949,2,4.0,2021,541900.0
3191,3,2.0,2019,554100.0
3435,2,1.5,1997,529000.0
1782,4,2.5,1982,403700.0
3499,3,3.0,1995,575900.0
2510,3,3.0,1998,480000.0
1994,4,2.5,1986,428900.0
2517,5,3.5,2007,537200.0
3178,4,2.0,1985,538800.0
3180,4,2.0,2013,567000.0
2169,3,3.5,2001,456400.0
1945,2,3.5,2009,422000.0
2478,5,3.0,2021,539800.0
3042,2,2.0,1992,492200.0
3028,3,2.5,2015,541300.0
2579,3,2.5,1984,465400.0
2077,2,1.0,1990,378700.0
1581,5,1.5,1998,404600.0
3164,4,2.0,2017,569400.0
2938,3,2.5,2003,520300.0
1549,5,3.5,1998,431400.0
1818,3,4.0,1986,413800.0
2525,2,1.5,2019,460000.0
2008,2,1.5,1999,388300.0
3495,4,1.5,1999,577000.0
3195,4,3.5,1999,577000.0
3068,3,3.5,2012,557300.0
2854,5,1.5,1995,528900.0
1887,4,4.0,1984,438700.0
3353,5,2.0,2009,600300.0
3380,2,2.0,1986,520000.0
1622,2,3.5,1997,377700.0
1896,3,3.0,2005,425600.0
2038,5,2.5,1983,450300.0
3296,4,2.5,1989,562100.0
3205,5,4.0,2011,617500.0
1677,5,2.0,2015,438700.0
3498,5,4.0,1996,631800.0
3440,5,4.0,2012,642000.0
2199,4,2.5,1983,446400.0
2566,4,4.0,2013,535600.0
3178,5,3.5,1992,588300.0
1810,3,2.5,1983,387500.0
1888,5,2.0,1985,429800.0
1559,3,2.0,2007,378900.0
2830,4,3.5,2008,549500.0
2227,4,2.5,1988,454200.0
1751,5,3.0,1990,436100.0
1872,3,3.0,2009,427200.0
3046,3,1.0,2016,521600.0
1870,4,4.0,2010,463000.0
1767,4,2.0,2016,428700.0
1841,2,1.5,2012,384600.0
1941,3,3.5,2004,436600.0
2462,4,2.5,1986,475700.0
3161,3,3.0,2014,561100.0
3098,3,3.5,2005,553300.0
3175,5,3.0,2015,603500.0
3419,2,1.5,1984,514400.0
2853,2,4.0,1986,497300.0
1682,5,2.0,2004,428200.0
2961,2,1.0,2008,485100.0
2708,3,3.5,2011,520300.0
1914,2,1.5,2020,399900.0
3015,5,2.0,2018,575500.0
2710,3,2.5,1984,478500.0
2436,2,2.5,2021,468100.0
1939,5,2.0,2015,464900.0
3144,2,3.5,1984,516900.0
2747,3,4.0,1986,506700.0
3380,5,2.5,1981,582500.0
3300,3,3.5,1992,560500.0
1709,5,3.5,2013,462400.0
2489,3,3.5,1999,486400.0
2745,4,1.0,1987,482500.0
1771,5,2.0,2007,440100.0
2965,5,3.0,1997,564500.0
2389,3,3.0,2010,479900.0
2147,2,2.0,2006,416700.0
2548,5,2.0,1980,490800.0
1702,3,2.5,1984,377700.0
2833,5,2.0,1988,527300.0
2702,2,2.5,1982,455700.0
3108,3,1.5,1996,515300.0
3290,3,2.0,2018,563000.0
2948,5,1.0,2021,556800.0
2086,2,3.5,1980,407100.0
2179,2,1.0,1984,382900.0
3263,4,3.5,1981,565800.0
2418,4,2.5,1985,470300.0
3035,3,3.5,1993,535000.0
2824,5,3.0,1990,543400.0
3468,5,1.5,2004,599300.0
3217,4,1.0,1991,533700.0
3420,2,2.0,1995,533000.0
2757,3,1.0,2004,480700.0
1956,3,1.0,1982,378600.0
2639,2,4.0,1997,486900.0
3058,3,3.5,2013,557300.0
2087,4,3.0,2001,460700.0
2745,3,3.5,1989,502000.0
2009,5,1.5,2004,453400.0
2629,5,1.5,2014,525400.0
3216,2,3.5,1998,538100.0
1660,3,3.5,2010,414500.0
2314,5,2.5,1988,482900.0
2927,4,1.5,1991,512200.0
1743,2,3.5,1985,377800.0
1873,4,2.0,2003,426300.0
3074,4,3.5,2010,575900.0
1596,4,2.5,1987,390100.0
2753,2,1.0,1991,447300.0
2571,5,3.0,2012,540100.0
2000,3,1.0,1982,383000.0
2827,3,3.5,1988,509200.0
3237,2,3.0,1998,532700.0
2700,4,2.0,2002,508000.0
2936,5,1.5,1989,531100.0
2734,2,3.5,2008,499900.0
1862,5,1.5,2000,434700.0
2768,3,3.5,2013,528300.0
2161,5,3.5,2005,499600.0
2042,5,2.5,2018,485700.0
2109,3,2.0,2019,445900.0
2172,3,2.0,1980,413200.0
3235,3,1.0,2000,524500.0
2242,4,3.5,2005,487700.0
1599,4,4.0,1993,418900.0
1908,3,4.0,2006,442800.0
3101,2,2.0,2002,508100.0
3246,3,3.0,1997,552600.0
2322,2,2.5,2019,454700.0
2201,5,3.5,2010,508600.0
2652,4,2.5,2008,516700.0
1553,2,3.5,1983,356800.0
2096,5,2.5,2005,478100.0
1948,3,3.0,1996,421800.0
2577,4,2.0,1997,490700.0
1636,2,2.0,1994,353600.0
2090,2,3.5,2006,433500.0
2818,4,3.5,1988,528300.0
2782,4,1.0,2004,503200.0
2271,3,2.0,1984,427100.0
2962,2,2.5,1995,494700.0
2158,3,2.5,2000,439300.0
2314,3,1.0,1989,421400.0
3278,4,3.0,2010,588800.0
1763,5,2.5,2002,441800.0
3284,5,2.0,1994,578400.0
3030,5,1.0,2011,555000.0
2786,2,2.5,2003,485100.0
2012,2,1.5,2019,408700.0
2980,5,1.0,1985,524000.0
2552,2,3.0,1997,463200.0
2540,4,2.0,2011,501000.0
2567,5,2.0,2007,519700.0
1723,4,2.5,1999,414800.0
3348,3,2.0,1999,549800.0
3148,5,2.5,1985,563300.0
1989,4,2.0,2009,443900.0
2359,5,1.0,1986,462900.0
1829,2,1.0,2009,372900.0
3072,4,3.0,1984,542200.0
1859,5,2.0,2015,456900.0
3203,5,3.0,2003,594300.0
2275,5,1.5,1999,475000.0
2172,4,2.0,1989,442200.0
2282,2,4.0,2009,463200.0
2922,4,3.5,2007,557700.0
1883,2,1.0,1985,354300.0
3391,2,1.0,2013,533100.0
2107,4,2.0,2006,452700.0
2391,5,3.5,2015,532600.0
3048,5,3.0,1984,559800.0
1998,3,1.5,2012,420300.0
2135,4,3.5,2018,490000.0
2022,4,3.5,2002,462700.0
2944,4,1.5,2020,542900.0
3498,5,2.5,1990,603300.0
3041,3,2.5,2016,543600.0
1643,5,4.0,2004,454300.0
1617,3,3.0,2009,401700.0
2126,2,1.0,2019,412600.0
3369,4,1.5,1982,547400.0
1584,5,3.0,2019,448400.0
3268,4,3.0,2005,582800.0
2924,3,4.0,2003,541400.0
1580,4,1.0,2009,388000.0
3213,4,1.0,1985,527300.0
2999,4,2.0,1992,527900.0
3400,3,2.0,2018,574000.0
2550,4,3.0,1993,499000.0
3184,2,2.0,2008,522400.0
1925,3,1.5,1982,383000.0
2438,3,1.0,2000,444800.0
2186,5,3.5,1999,496100.0
3066,4,3.5,1996,561100.0
2429,3,3.0,1996,469900.0
3291,4,3.5,2018,605600.0
2710,5,2.5,1991,525500.0
3471,2,4.0,2009,582100.0
3492,3,2.5,1981,553700.0
2916,2,2.5,1980,475100.0
1527,4,3.5,2021,432200.0
3129,4,3.0,2017,580900.0
1823,3,1.5,2005,395800.0
2049,3,2.0,1983,403900.0
2324,2,1.5,2018,438900.0
2856,5,2.5,2020,569100.0
1502,4,2.5,1990,383700.0
3496,3,2.0,2016,581600.0
3320,4,2.0,1998,566000.0
3407,3,3.5,2007,586200.0
1707,5,2.5,1996,430200.0
2660,5,3.0,1990,527000.0
1658,5,1.5,2014,428300.0
3126,3,1.5,2020,541100.0
2777,4,2.5,1989,510200.0
1530,3,2.0,1987,356000.0
2828,4,3.0,1981,514800.0
1601,2,3.0,1995,366100.0
1540,2,3.5,2020,392500.0
1500,2,1.0,1995,326000.0
2375,2,2.0,1998,431500.0
2412,5,4.0,2016,543200.0
3308,5,1.0,1981,552800.0
1841,2,3.0,2006,401100.0
2977,3,2.5,1992,513200.0
2118,4,2.0,1987,434800.0
1642,5,3.5,1999,441700.0
2727,5,2.5,1986,522200.0
3144,2,1.5,2000,502900.0
3157,5,3.0,1982,568700.0
1507,3,1.0,2020,371700.0
3065,2,2.5,1996,506000.0
2691,3,2.0,1987,472100.0
1700,3,2.5,1990,383500.0
2444,2,2.0,1998,438400.0
2691,5,3.0,1993,533100.0
2923,2,2.0,2013,501300.0
1598,4,3.5,2018,436300.0
2064,3,2.5,1990,419900.0
2989,4,1.5,1987,514400.0
2982,5,1.5,1983,529700.0
1826,3,2.5,2015,421100.0
2115,5,2.5,2020,495000.0
2181,3,2.0,1983,417100.0
2150,2,1.5,2007,410500.0
2347,3,2.5,1988,446200.0
2091,2,3.5,2000,427600.0
1870,5,3.5,1994,459500.0
1737,2,2.5,1996,373200.0
2671,4,1.5,2015,510600.0
3078,5,2.5,2019,590300.0
2441,5,2.0,1996,496100.0
2360,2,1.0,1994,411000.0
1823,5,3.5,1993,453800.0
2885,3,2.0,2013,517500.0
2314,3,1.5,2006,445900.0
2738,4,1.5,1984,486300.0
2953,4,3.5,2018,571800.0
3063,2,3.0,1985,502300.0
2953,2,3.0,2003,509300.0
2085,2,4.0,2001,435500.0
1781,4,3.5,1996,432600.0
1645,4,4.0,2009,439500.0
3350,4,3.0,1998,584000.0
1793,4,1.5,1989,396800.0
1568,3,4.0,1992,394800.0
2799,3,3.5,2007,525400.0
3221,3,2.5,2009,554600.0
1632,2,2.5,1996,362700.0
3098,3,3.0,2002,542800.0
2893,4,3.0,2011,551300.0
2117,3,2.5,2000,435200.0
1644,5,3.0,1982,417400.0
2349,2,2.5,1982,420400.0
1884,4,3.5,1994,440900.0
1932,3,3.0,2011,435200.0
1787,4,2.5,2001,423200.0
3333,2,2.5,1988,524800.0
3451,2,3.5,1993,556600.0
3360,3,1.5,2018,562500.0
3137,4,4.0,2015,594700.0
2424,3,3.0,1992,465400.0
1646,3,2.0,1983,363600.0
2363,2,1.0,1982,399300.0
2139,4,2.5,2008,465400.0
2412,3,2.0,1983,440200.0
3362,3,2.5,2004,563700.0
2640,2,3.5,2020,502500.0
3402,4,4.0,1996,602200.0
3248,5,4.0,1987,597800.0
2046,5,2.0,2019,479600.0
2692,3,3.5,1995,502700.0
3242,3,2.5,1993,540700.0
3125,2,2.0,2005,513500.0
2114,3,3.0,1990,432400.0
2963,2,3.0,1985,492300.0
2035,5,1.5,1990,442000.0
3378,3,4.0,1983,566800.0
1842,4,3.0,1985,420200.0
2075,2,1.5,2019,415000.0
1675,3,2.0,1995,378500.0
2044,5,3.5,2015,497900.0
3155,5,1.5,1990,554000.0
2825,4,4.0,1997,545500.0
1585,2,1.0,2020,359500.0
1879,3,1.5,2004,400400.0
1992,3,1.0,2005,405200.0
1894,5,2.5,1998,450900.0
2228,2,2.0,2020,438800.0
2342,2,1.5,2007,429700.0
2439,2,2.5,2016,463400.0
1989,2,3.0,2011,420900.0
2715,3,1.0,1982,454500.0
1941,5,3.5,1995,467600.0
2120,4,4.0,2002,480000.0
2340,2,2.5,1991,428500.0
2423,4,3.5,2004,504800.0
2828,4,4.0,1998,546800.0
3348,4,4.0,2014,614800.0
2307,4,4.0,2004,500700.0
3014,5,2.0,2004,561400.0
3192,2,1.0,2007,507200.0
3178,3,3.0,2008,556800.0
1616,2,2.5,1990,355100.0
1530,5,4.0,2018,457000.0
2939,2,3.5,2010,522400.0
2906,2,3.5,2012,521100.0
1564,5,2.5,2010,429900.0
3356,5,2.5,2000,599100.0
1639,3,1.5,1990,362400.0
2515,5,4.0,2005,542500.0
1793,5,1.5,2020,447800.0
3164,5,4.0,1986,588400.0
3155,5,2.0,2002,573500.0
2376,5,4.0,2015,538600.0
1790,4,3.5,1981,418500.0
3415,5,4.0,1995,622500.0
2542,4,1.5,1995,477700.0
2300,5,2.0,1982,468000.0
1922,5,3.5,2017,487700.0
3451,3,3.0,2015,591100.0
2919,3,1.0,2011,503900.0
2393,5,2.5,1995,497800.0
2642,2,3.0,2002,477200.0
2739,5,2.0,2006,535900.0
2734,4,3.0,2003,527400.0
3447,4,3.5,2014,617200.0
2301,2,2.0,2019,445100.0
3301,2,1.0,2019,530100.0
3425,5,1.5,1995,586000.0
2208,3,1.5,1993,422300.0
3034,4,3.5,2018,579900.0
3167,4,2.5,2021,581200.0
2633,5,2.5,1995,521800.0
2983,3,3.5,1986,522800.0
3048,2,2.5,2006,514300.0
3365,2,2.5,2000,540000.0
2663,4,2.5,1993,502800.0
3433,2,3.5,1995,556800.0
2515,2,3.5,1982,452000.0
1755,5,1.5,1997,421000.0
2433,2,3.5,2019,480800.0
2241,5,1.0,1980,445100.0
2128,3,3.0,2003,446800.0
2672,3,2.5,1993,483700.0
1807,5,1.5,2004,433200.0
2725,4,2.0,2014,522500.0
3457,3,3.5,1980,564200.0
1985,4,3.5,2006,463000.0
2262,5,3.0,1985,482200.0
3061,4,3.5,1988,552600.0
2057,5,2.0,2006,467700.0
2271,4,3.0,2003,481100.0
2031,3,4.0,2011,460100.0
2410,5,3.5,1980,499500.0
2703,2,1.5,2010,468800.0
2898,5,2.5,1983,536300.0
3381,5,2.0,2013,607100.0
2910,2,3.0,2005,507000.0
1574,2,3.5,1984,359900.0
3090,2,2.0,2013,518000.0
1891,2,3.0,2002,402100.0
2208,5,2.0,2001,477800.0
1634,2,2.0,1995,354400.0
2592,4,2.5,1980,482700.0
2052,4,2.5,2000,448700.0
1596,4,2.0,2011,406600.0
2676,2,2.5,1984,455100.0
3435,5,2.0,2007,606500.0
2574,3,3.5,1988,483900.0
3442,3,3.5,2005,587700.0
2367,5,3.0,1995,502700.0
1835,3,2.0,1994,393500.0
3018,3,1.5,2016,526300.0
2214,5,4.0,1986,493400.0
2702,2,2.0,2015,481200.0
1664,5,1.5,1999,413900.0
1646,2,3.0,1989,364600.0
2122,2,4.0,2009,447200.0
3217,2,4.0,2017,564700.0
1884,2,3.5,2019,425900.0
1825,4,1.0,1988,391500.0
2393,4,3.5,2008,505800.0
3104,2,1.0,1996,487400.0
1668,5,2.0,1989,411800.0
2696,2,1.5,2006,464100.0
2536,5,2.0,1999,508600.0
1505,3,2.0,2003,369500.0
3045,2,1.5,1989,482000.0
3320,5,2.5,1990,585500.0
3293,4,3.5,1996,583800.0
2647,4,1.5,1983,476200.0
1978,5,4.0,2004,487800.0
2803,4,2.0,2008,524300.0
2732,3,1.5,1982,463700.0
3051,4,3.5,2009,572600.0
1538,2,2.0,2018,367800.0
1950,3,1.5,1998,401500.0
2875,4,2.0,2003,526500.0
2487,4,1.0,1986,455700.0
3134,4,3.5,2015,586900.0
3218,2,2.0,1991,508800.0
2586,4,3.5,2017,534100.0
